event_id,px,py,pz,eta,phi,mass,p_T
0,1555.3461445044,-874.7179799948,4158.5878027683,1.5667137760,-0.5123092472,332.3376489590,1784.4419782528
1,1969.4431922253,-1077.9146901224,878.7509310636,0.3604948576,-0.5007829269,806.5715929603,2245.1295211155
2,1927.0036214543,-1800.9203271654,-647.6684828855,-0.2302152579,-0.7515897343,905.3949714801,2637.5475316846
3,1157.8711665001,2309.6448031847,493.8300906949,0.1778920287,1.1060932638,974.8490069922,2583.6262800743
4,2491.0502146436,-306.5257694576,-1310.4363999069,-0.4923254350,-0.1224353429,489.7026879462,2509.8384846873
5,226.5665373974,-248.4277580684,2546.2848437550,1.7527736787,-0.8313898833,845.4210475359,336.2272250237
6,1710.5434439304,904.7199245802,-2780.4213068213,-1.1138687640,0.4865055832,664.7340378442,1935.0651191900
7,1942.3278237868,116.2415695207,1901.0308636899,0.8108774188,0.0597752287,805.4583650056,1945.8030418161
8,1039.7439280359,-487.3807753666,-2353.8239149282,-1.3367162833,-0.4383371978,667.8851109492,1148.3063424385
9,3014.5439625596,212.6039708965,-403.6637375023,-0.1276833733,0.0704094979,898.8380479154,3022.0317256186
10,1037.2455923330,-489.6030115551,32.0671485612,0.0236039737,-0.4410159678,727.8203214015,1146.9915116243
11,1081.3861641487,-1378.6274447507,4240.4710355699,1.5411420018,-0.9056443597,743.4740944111,1752.1443055388
12,4485.0172767472,-1966.1811339466,399.3105168125,0.0800937173,-0.4131561683,906.2510065948,4897.0652664845
13,610.6078605684,688.6903577744,2419.4150128900,1.5987368442,0.8454218750,439.2796684607,920.4001131461
14,1847.4553518930,1666.7016436366,-858.6152871481,-0.3221488522,0.7340075860,819.7457792124,2488.1691353562
15,1795.2171772817,1316.0023241455,322.5638835730,0.1353985370,0.6325712184,828.4139727519,2225.9080912660
16,1177.4407813044,811.1285878692,965.1500767844,0.5954169124,0.6032314174,541.8142668347,1429.7889283168
17,185.5009968814,-689.7357494666,-1893.8644884425,-1.6039837441,-1.3080680481,346.3441575663,714.2450727420
