event_id,px,py,pz,eta,phi,mass,p_T
0,896.2713516978,-519.7822086196,2338.4342575996,1.5498137088,-0.5255377275,86.5525424996,1036.0868111658
1,908.6245215511,-513.2167147983,457.7290765304,0.3984578689,-0.5141562719,403.6885247147,1043.5467969920
2,651.2337273556,-709.1734401932,-245.6641192506,-0.2265073024,-0.8279624191,478.9134103279,962.8251845070
3,580.3281905054,912.4407912438,151.6487843165,0.1174231872,1.0043136095,700.6616622839,1081.3551711722
4,1292.0681208624,-239.6451159088,-650.3329760050,-0.4650526811,-0.1833900964,305.9243530557,1314.1041855682
5,160.0065227813,-303.0471838871,1930.5532993953,1.7402521874,-1.0850066094,609.2961309572,342.6947373311
6,1336.6971729158,750.3309333728,-2172.1716639668,-1.1322789158,0.5115017738,302.6176144948,1532.8913339364
7,1135.8442612602,5.5610326826,1120.4689348053,0.8143139851,0.0048959073,484.5464427834,1135.8578744378
8,964.9914313062,-590.1158209178,-2256.1613789009,-1.3911416434,-0.5488502698,390.6925744930,1131.1256095553
9,2280.1054059126,274.4471576826,-415.7886615391,-0.1769749154,0.1197897106,433.9491727190,2296.5630634564
10,404.7044740666,-254.7831165630,39.8811455396,0.0695328826,-0.5618670404,315.8148728534,478.2260425939
11,472.7536217954,-713.2122963578,1949.6059835365,1.4962067847,-0.9854398584,336.5215332810,855.6680235914
12,1720.4354352062,-840.8094816157,174.2952092509,0.0890343671,-0.4545821474,394.0764633220,1914.9043503757
13,576.4583883509,554.1181276239,1788.9401714533,1.4511350923,0.7656406738,383.9679545211,799.5943802088
14,707.9274424612,529.8007724462,-225.0018315374,-0.2346329933,0.6424653432,347.9197874950,884.2228917384
15,380.8629265369,253.7695758203,81.3872978666,0.1557701760,0.5877498198,247.6607005032,457.6631582531
16,500.7350785731,219.7778392900,442.7348177133,0.6306247271,0.4135936489,365.2326671148,546.8435951500
17,178.6396052328,-695.0451462981,-1928.9578784453,-1.5882958527,-1.3192228081,401.6449168526,717.6349099300
18,1415.1364025202,-670.4602801770,-1878.7784206706,-0.9989574706,-0.4424506983,332.6854685578,1565.9272093660
19,420.1947959943,-441.5158755040,392.3206654020,0.5426209235,-0.8101358519,320.6630795645,609.5079449053
20,461.8385452395,-518.3103082833,1497.7022364930,1.4162906787,-0.8429500344,338.0977569613,694.2192863510
21,879.8468072367,637.9750641807,615.9078121069,0.4980313192,0.6273723537,477.3190549986,1086.8038400378
22,305.5750040846,-468.9223347897,407.9277271917,0.5687058567,-0.9932594095,386.2459290430,559.7001332732
23,358.2498011470,799.6854562969,632.4514334414,0.5963371376,1.1496165148,482.2756580041,876.2646569585
24,883.1900567706,267.6502280760,-40.3776547935,-0.0391602142,0.2942520676,459.2813125152,922.8549837150
25,651.1834887803,-517.7981953478,-2096.7956884349,-1.6243525943,-0.6717856941,216.5454543403,831.9584768277
26,1161.1405427353,-428.3300437990,-1043.8637695882,-0.7179442849,-0.3534008843,503.6486316240,1237.6243316954
27,1236.4996565943,482.4982164800,-198.9434565561,-0.1440805540,0.3720409234,362.8738712407,1327.3040080043
28,1194.1694847360,170.4143855718,-1578.6795796359,-1.0719267382,0.1417483037,210.0624044326,1206.2677236354
29,346.9745857370,-1810.0191285462,1006.1238218749,0.4962762519,-1.3813973655,626.2086283383,1842.9760196081
30,238.0661003020,-507.0932501012,-218.2536577888,-0.2169235421,-1.1318679662,826.2881585443,560.1955305170
31,228.3906921169,-531.0663822077,751.0958841918,0.9337639754,-1.1646471814,391.8259016365,578.0949840267
32,1682.5102559188,158.6583570813,1356.4219124167,0.7231193865,0.0940205710,329.3483869283,1689.9743298475
33,270.0458206214,-797.4957856088,-1041.7046372651,-0.7357788379,-1.2442978198,984.8065421195,841.9764089919
34,566.4382562473,842.0384524330,456.3164509197,0.3898549432,0.9786292494,522.2914589613,1014.8305540908
35,191.0717783584,-65.5271569530,-257.8343583622,-0.9114744449,-0.3303761835,142.4939140879,201.9956256541
36,944.4541410858,888.5258546463,3226.0138818588,1.6182318716,0.7548954084,302.0788226035,1296.7157818848
37,679.5679920349,411.6486272493,-2040.4240814353,-1.6557273559,0.5446370586,150.9729107632,794.5232835573
38,681.4422598952,110.6386551319,1700.0888323028,1.5970247736,0.1609550598,197.1718709624,690.3654579862
39,210.0755679962,597.6565627763,-2980.8611349417,-2.2422812064,1.2327868930,94.1157951431,633.5022583215
40,252.5291411838,578.3818327140,-1127.2337517309,-1.2541040555,1.1591304604,303.4797067318,631.1073692808
41,737.1720708755,99.0216458109,413.7461202440,0.4806934699,0.1335270927,364.8361098700,743.7929472763
42,578.8142019658,754.2578232639,-1257.5588621356,-1.0383334220,0.9162546177,364.0713720030,950.7527251352
43,697.3577238159,-551.5470267351,-931.4677964325,-0.7506073382,-0.6691734798,700.0916558159,889.1073712809
44,346.3834431844,621.8524121875,1439.5639219551,1.2897354875,1.0625804280,478.6512847046,711.8159258233
45,399.3412239502,266.2490116765,1119.6309498942,1.4882418643,0.5880399259,231.1224495248,479.9603622850
