event_id,px,py,pz,eta,phi,mass,p_T
0,1078.1448708288,-634.5613757546,2811.5944363977,1.5272114844,-0.5319710747,277.5359852768,1251.0253802757
1,1760.2813890771,-986.4266031568,852.2062618782,0.3819657560,-0.5107776076,819.1620566586,2017.8275476726
2,1358.5363275678,-1485.7188477296,-528.6721801621,-0.2393629036,-0.8300839765,856.2168405855,2013.2017901394
3,1308.8250256720,2572.7334652243,575.9440699530,0.1885343284,1.1001896491,943.5772344517,2886.5170068632
4,2034.7336106653,-237.1780325400,-1080.6811385963,-0.4811168877,-0.1160409893,690.7072398577,2048.5102600403
5,298.0732971975,-191.9793022668,3250.5540872209,1.7437622966,-0.5721933844,1117.7649050899,354.5472366286
6,1454.0817576054,791.2312467642,-2304.6477196805,-1.1020569462,0.4983368608,470.8117930923,1655.4155501435
7,1781.6721437426,3.6291195238,1733.4330487667,0.8045019779,0.0020369149,764.2411708005,1781.6758398476
8,1287.0778371785,-751.4946260437,-2892.6992524564,-1.3707474029,-0.5284796883,494.3455298769,1490.4071698461
9,2588.1021068571,246.2500166508,-428.5544447389,-0.1592311728,0.0948613777,650.9996172625,2599.7906812316
10,871.0404944263,-532.7244929756,-0.8905422870,-0.0007168169,-0.5489020437,707.7732889759,1021.0322856534
11,676.2601373559,-1023.3648362199,2752.4812975359,1.4889338654,-0.9868522187,455.8874261558,1226.6227461563
12,2754.0216595527,-1338.7399102224,281.7580862918,0.0897980509,-0.4524688338,664.6755090279,3062.1658754071
13,834.7419073563,831.3985532190,2850.7769839348,1.5161570323,0.7833915201,584.5724776930,1178.1415900440
14,1562.4655155807,1422.4503273790,-685.2489567058,-0.2948877169,0.7385249388,883.9518912781,2112.9750167097
15,2181.2082392670,1695.9985633750,648.3911837221,0.2207232260,0.6609012578,925.4665649579,2762.9839865653
16,1275.0614649818,815.2705203351,1071.8103801898,0.6037070594,0.5688853180,710.6212057830,1513.4225321466
17,287.8617618939,-1090.2393520514,-2919.0900957625,-1.5805096113,-1.3126521356,551.1749033649,1127.6019859516
18,1777.1501180597,-851.9548686785,-2334.2338505400,-0.9812545785,-0.4470272284,511.0838391189,1970.8093871262
19,1220.0020479057,-1258.7695510008,1114.8379315188,0.5483546374,-0.8010366929,818.4825025778,1752.9705586292
20,796.5856948880,-1126.7970479898,3070.3902326512,1.4519267526,-0.9554232048,639.8050191905,1379.9349102978
21,1740.2228338368,1669.1038279014,1207.2975971682,0.4526322761,0.7645410558,912.9783196494,2411.2824595476
22,1081.5857611616,-1618.8522416829,1333.6687675668,0.5976225704,-0.9817890123,798.0026812408,1946.9233007875
23,677.9218479131,1617.3672542457,1318.8616069743,0.6181015163,1.1738898550,969.1757810970,1753.6974844551
24,1727.5999422334,429.2927814212,-25.8089243864,-0.0128208236,0.2435577849,939.8103781278,1780.1387172311
25,873.4244852939,-650.4374790599,-2856.1601215428,-1.6550698855,-0.6400991927,312.1587968195,1089.0083772298
26,1995.4147360038,-964.6601884126,-1923.8291823778,-0.7400554016,-0.4503107957,857.9399916441,2216.3594581587
27,2198.9544050897,907.2446206425,-339.4553608705,-0.1338569658,0.3913039489,856.9167291097,2378.7587682126
28,1576.0277350031,285.4003884263,-2092.1907338375,-1.0429439887,0.1791470096,519.3530880161,1601.6606392157
29,423.1929129931,-1928.5905631440,1154.7798331279,0.4799139458,-1.3547886417,1211.0320950105,1974.4755764140
30,578.3378476789,-1224.3078898977,-495.4308895404,-0.2302947349,-1.1294883211,1647.3280664049,1354.0326714388
31,640.2075942740,-1512.7254655221,2102.9719632158,0.9749302153,-1.1704388493,850.5597122619,1642.6211059782
32,1977.0313663518,136.1439813060,1567.2086453066,0.7002669438,0.0687542907,580.7425030868,1981.7134523398
33,416.6349410471,-996.8568662869,-1455.2734232931,-0.6977804024,-1.1749133982,1593.7836984648,1080.4204209309
34,911.5523439823,1176.8907423981,739.8908726244,0.4152775927,0.9117719107,884.3203612068,1488.6233557761
35,890.0229724233,-339.2158108599,-1366.8826914918,-1.0645042433,-0.3641353860,487.9210488610,952.4748068997
36,1136.8871156147,1062.7846572844,3857.9793521796,1.6051113200,0.7517229370,431.6848118084,1556.2851735494
37,948.7697271954,576.3747803411,-2820.2254681916,-1.6398522348,0.5459137859,246.2020022415,1110.1224629092
38,1196.5789817429,235.2954140343,3064.0653085252,1.6158185700,0.1941628120,347.0080599608,1219.4938259026
39,253.9305680096,677.4464563389,-3326.0119827592,-2.1831233991,1.2121704183,230.3233726005,723.4738658555
40,533.0167723328,1198.9049393238,-2379.7355604443,-1.2528762400,1.1524535041,685.9152493084,1312.0518027590
41,1737.9809572928,17.5593173658,1481.0046866124,0.6854108227,0.0101029415,990.3229173827,1738.0696584253
42,1119.2406874437,1316.8127510601,-2244.4463129849,-0.9905329361,0.8663243733,867.6722943280,1728.2058725117
43,1072.4433865988,-863.1678464909,-1584.3710049190,-0.7683333945,-0.6776979406,1269.0604674706,1376.6602880433
44,531.6066819542,605.0041647256,2223.5281840636,1.2445942674,0.8498843632,1141.3830255621,805.3792297009
45,798.8408503152,579.6545225205,2366.0148749151,1.4961581426,0.6277141556,520.6794043071,986.9883837263
46,635.4542860426,423.4514781909,1616.0531502454,1.3630763947,0.5878013380,447.2291488152,763.6185592506
47,2165.3773771219,580.9567545447,2933.6808801115,1.0538845088,0.2621206376,627.5894817998,2241.9567203678
48,1104.1105436870,40.8176763300,-3473.4380569356,-1.8391819053,0.0369520033,250.0537727164,1104.8647769668
49,2797.2633276278,-1159.8457152491,299.0264919298,0.0940186364,-0.3930594905,957.0360232778,3028.1882714377
50,254.3513858017,-420.0730623507,-3252.8197685427,-1.3382941503,-1.0263474904,1765.4224843380,491.0763740722
51,940.9442591104,1172.0968740137,-433.9259632097,-0.2184045922,0.8943582378,1275.1518841405,1503.0592738896
52,1827.2414109921,-1828.8559277126,799.2033614237,0.2965494494,-0.7858397590,608.5485261794,2585.2514729469
53,1462.3244299613,-284.1113914898,-2687.1291256100,-1.3338629184,-0.1918968083,309.5771972582,1489.6684266091
54,2328.6817764291,26.3608517396,-1225.3699882519,-0.4837414611,0.0113195912,717.8166071594,2328.8309750554
55,1242.8898843454,416.7555325226,2767.2211599811,1.4158991381,0.3235300354,564.6305103843,1310.9006211366
56,2029.0644002754,203.7711925192,-32.7338693677,-0.0154006940,0.1000905979,598.9018737910,2039.2707126240
57,2666.4022168630,-1267.2781058574,-2025.5070067519,-0.6229743011,-0.4436738480,766.7892708700,2952.2355223927
58,2709.2921439055,-855.6259833809,2388.4873175130,0.7476041821,-0.3058990236,654.3726687561,2841.1898466073
59,550.8303482154,925.5574855470,-2990.4941730872,-1.6915709766,1.0339627533,375.3303467141,1077.0657972321
60,566.5342118188,942.1517777911,-2563.2428984176,-1.5352362413,1.0294071895,363.8033234532,1099.3684484994
61,1880.9225020709,-1210.6601239243,1763.1890129562,0.7052262858,-0.5718999256,553.6245208926,2236.8655289170
62,1007.0368867925,2318.4732495225,271.5591855027,0.1009990347,1.1610299612,902.9388731565,2527.7344599684
63,1567.6023747360,-1855.7433340482,1334.6601221545,0.4931945954,-0.8693696398,925.2782452799,2429.2304392837
64,889.0836359787,268.0494344081,-3546.8438989960,-2.0302644290,0.2928228026,189.4786138409,928.6119808895
65,962.3603398407,73.7046137188,-3285.9709371791,-1.9176460429,0.0764381157,206.7733208919,965.1786330943
66,582.3224709644,-827.4001609375,-1085.3707094695,-0.4694672574,-0.9575260016,1986.2850844016,1011.7759072589
67,1788.3722122246,-671.2400382099,-2177.4171985248,-0.9357337293,-0.3590650001,654.2598759020,1910.1932777479
68,509.9310174033,308.2843784275,-2193.2786435982,-1.0840689690,0.5437663902,1565.6790510968,595.8765815942
69,1336.9982815251,886.0864513156,3705.4878579397,1.5453705028,0.5852814011,409.9904031259,1603.9680807317
70,1457.6151097497,-927.5942035325,1751.1885634364,0.8391818618,-0.5667394484,690.4308804594,1727.7363266997
71,432.2353920744,-965.4165087209,-2693.7360172020,-1.2254045094,-1.1498408330,1370.5312109383,1057.7601190594
72,2087.9139832688,134.0534742549,564.5381195242,0.2499218459,0.0641164964,787.5065562361,2092.2129756527
73,1262.6436159484,2080.3372187824,-2526.7194442916,-0.8470946054,1.0252881902,1058.6699226350,2433.5307363472
74,274.5391860495,-1952.1298853864,-419.2864601413,-0.1761971646,-1.4310769434,1310.8327544912,1971.3403699248
75,1018.3460795090,572.4817270897,-2489.5303780641,-1.4654870166,0.5121373334,333.1087377915,1168.2311695478
76,533.2372914295,-1596.7396444711,-2086.5780810691,-0.9827867960,-1.2484874454,681.9042531070,1683.4249318567
77,996.0473973965,606.5276275876,3306.0507321415,1.7470733081,0.5469631016,229.1165110134,1166.1844540584
78,1232.1788857188,1359.0519780631,2399.8902080196,1.0593209825,0.8343215744,460.4464181239,1834.4718819019
79,2865.0920489998,-218.7952837433,-1461.4394397358,-0.4683912107,-0.0762179513,892.6409908549,2873.4341519218
80,348.6779666292,1604.5745837101,1969.1670477197,0.8741800792,1.3568205023,1123.0726686523,1642.0218997020
81,1804.9117683506,552.5796467533,-2521.4402241519,-1.0569583793,0.2970923958,640.0261232891,1887.6045024147
82,2168.1800201268,-356.1617948070,-772.0553388556,-0.3254496729,-0.1628135761,777.9914716676,2197.2382264463
83,1430.8440266174,-2645.8753771733,-30.7277546922,-0.0095599095,-1.0750571532,1132.6926613398,3007.9845644615
84,736.2725770703,-1644.8503581985,-693.5370580402,-0.3216918013,-1.1499210123,1115.0026190613,1802.1182005105
85,1710.2628805342,430.2854430080,-1497.5183236793,-0.7064788665,0.2464747956,839.3623694490,1763.5602294783
86,2155.2684793054,386.3104573969,-1099.7919614179,-0.4495835165,0.1773567528,895.7185128259,2189.6159451789
87,1378.4811582405,-351.3438110650,-3212.1069207106,-1.5153151025,-0.2495639430,420.0432748249,1422.5515024763
88,1223.9387227055,783.0283770673,619.5455657657,0.3725079172,0.5691436882,728.3663952362,1452.9829442325
89,1939.5783848837,-335.3394469875,1529.6331064843,0.6872912000,-0.1712005077,606.1688739395,1968.3538441586
90,2593.1419386805,-975.4684388882,-566.7221273101,-0.1937128924,-0.3597981356,881.3751987699,2770.5457565993
91,1065.7832812314,804.2447446889,1551.0471920463,0.9275218908,0.6464414126,577.0372571447,1335.1792433648
92,1257.9710865623,-0.5563552498,-2978.8210373112,-1.5202840994,-0.0004422639,537.6259513030,1257.9712095903
93,1235.7770550167,228.7636236774,2789.6279036771,1.4555703970,0.1830451131,561.1251498573,1256.7727420754
94,1057.6361153161,1317.1161058861,-2025.0984851687,-0.9838280193,0.8942325385,495.4019949109,1689.1977352594
95,817.9971064405,387.5171414396,2545.7713739836,1.7129916314,0.4424189811,285.1320928120,905.1457347049
96,165.3288998289,644.7972202408,-3183.7122161901,-2.2186482191,1.3197990546,219.0922731012,665.6553915871
97,298.7887019526,-990.0785963428,-1400.9416136530,-0.6330939207,-1.2777047295,1795.0612189518,1034.1809877148
98,453.8339887455,454.1386204575,-2272.1511963277,-1.0431763206,0.7857336710,1711.5880827743,642.0336252344
99,2381.6113973625,763.8345440436,539.5968445357,0.2050200994,0.3103575034,758.4531538902,2501.1029684363
100,355.7246110252,-775.8421791380,3221.4255501926,1.9101334493,-1.1408952882,471.9802313103,853.5051762108
101,1431.5807160960,-15.7713746231,18.6775662770,0.0114090568,-0.0110163098,793.8832190962,1431.6675881487
102,630.2439234248,-1364.0555672330,-2809.0425195625,-1.3304600540,-1.1379777711,540.1741661506,1502.6160499320
103,1583.8607876685,311.1646641217,1538.4444795554,0.8062879760,0.1939890274,582.4016143639,1614.1370582797
104,1622.5205258350,597.1078549024,1824.0086293842,0.8883071225,0.3526306253,522.9171758414,1728.9044644347
105,1731.4672926822,1000.5795714736,201.9562895156,0.0931098726,0.5239956589,831.8029770605,1999.7846045208
106,385.4907132193,-243.7056675922,493.2162096477,0.5721860291,-0.5637572038,677.4822714624,456.0652830406
107,3017.8498528304,-302.6929278271,-101.9733028944,-0.0327113313,-0.0999665223,717.9733300840,3032.9920446294
108,2794.4512693537,2416.7129643018,348.2370031676,0.0918513177,0.7130383631,827.1834989940,3694.5174852228
109,266.4663998636,995.2246806221,-3609.4002705893,-1.9263427732,1.3091874931,304.8592781833,1030.2798198430
110,1001.2942669609,470.9603179606,-3379.3627860571,-1.8106333812,0.4396487978,256.1002344204,1106.5233075459
111,1750.2923897839,89.9604444770,1023.2488409943,0.5228137253,0.0513521937,654.4222475574,1752.6027305998
112,1708.8071436651,1615.0767492411,470.7633062086,0.1870324694,0.7572065764,856.4491516414,2351.2751349385
113,1043.0992578580,568.8204558526,-2484.8747689177,-1.4553933613,0.4992412249,303.3704172391,1188.1131144552
114,1093.5509077984,-938.6639854897,-2096.5354696996,-1.1281250829,-0.7093294077,469.8370554665,1441.1605273536
115,1290.3038804256,605.0592562931,710.9645899640,0.4149652608,0.4384822544,861.1688535647,1425.1248392570
116,2045.7897100638,716.5837378867,108.9560040277,0.0469959316,0.3369175002,819.9623759538,2167.6595192065
117,1014.0057983925,2576.5525073795,1182.7403285241,0.4015624252,1.1958614353,746.0587998445,2768.9042205279
118,416.2869327635,-1452.8863763340,2507.2173295171,1.1761097303,-1.2917481500,798.9015143574,1511.3482831322
119,1528.2267286426,-1358.7456538931,-1058.1104295012,-0.4476747276,-0.7267599924,1022.7862107351,2044.9123908156
120,1226.8953580052,-1522.8994037762,997.2444073713,0.4568342834,-0.8926311122,789.0812876060,1955.6315638475
121,713.8057636999,-61.7702717678,384.3791077617,0.4141429847,-0.0863214808,548.1687963126,716.4734710828
122,416.7549344261,-513.5663609140,-2751.3124044527,-1.8496989440,-0.8890873125,591.6920404010,661.3887528761
123,2025.1000727577,1943.3674581725,-2541.9293488008,-0.7964735945,0.7648055642,634.0637219855,2806.7253841741
124,852.2245403717,350.9494511641,3243.2465480120,1.9501023451,0.3906406173,193.8650157301,921.6573031687
125,679.0789548944,2083.2861020664,2392.9070738055,0.8970122530,1.2556916053,823.6130924701,2191.1707395919
126,2086.7258128598,-153.1350114544,-1309.9876062330,-0.5688808027,-0.0732539931,622.8511232451,2092.3371979173
127,2284.0252291425,-1471.9136622858,1855.7664100625,0.6115172472,-0.5724555734,871.2703109258,2717.2230450559
128,334.9891635939,-90.8017573501,1738.6232402643,1.1374702096,-0.2646984200,1193.2011689357,347.0773672587
129,694.9323249639,-2133.9143664595,-1081.6881408990,-0.4008615593,-1.2559668452,1366.4153124787,2244.2195658318
130,2093.1170975154,877.2260697082,-1350.5947945279,-0.5527748734,0.3968629819,496.4317069922,2269.5076032670
131,1518.1428610695,2194.7755741975,-2714.8104552345,-0.8483014894,0.9656574654,990.0689998374,2668.6696250586
132,1311.9123972975,1513.8915809628,1786.6442356033,0.7524048716,0.8567535265,819.7887034429,2003.2428352781
133,1854.0276643652,-663.4597761955,1136.9519038102,0.5009139053,-0.3436490254,929.5673259971,1969.1616121743
134,1273.6987173135,-48.4746445809,-2177.7635961336,-1.2729398510,-0.0380398129,355.7442982002,1274.6208117135
135,2122.7765111335,54.8137917938,794.0489962862,0.3424863943,0.0258160074,812.9262103695,2123.4840870586
136,1033.0114602248,-1403.2809917543,-2330.1208018071,-1.0601854532,-0.9362247006,573.2362778221,1742.5011388159
137,1433.0616315340,-901.1707298086,-1959.3854732865,-0.9623195999,-0.5613580262,454.3525536794,1692.8598063746
138,515.1780102203,213.4366968172,1270.6384941021,0.6342328853,0.3927702860,1790.3230746273,557.6411083867
139,660.1909800034,-654.6423297119,-3180.4557055002,-1.9176386294,-0.7811781476,219.9154278868,929.7358280331
140,565.5118035274,-658.6321945801,-711.7492766890,-0.3267418228,-0.8613217435,1956.0610929791,868.1013579452
141,1758.2516278494,-1069.5638542507,225.6780018591,0.0994148324,-0.5465081495,949.1208112365,2058.0125425164
142,852.8823581205,16.2398867315,-2716.4108793358,-1.8238745803,0.0190388795,287.8860606419,853.0369574141
143,2090.5119152573,-1208.2552097022,-1940.7442277347,-0.7070972697,-0.5240641798,750.8655824510,2414.5642918765
144,1403.3817294003,-368.1211384756,3190.3707572954,1.5069836046,-0.2565306217,325.0491962570,1450.8595559210
145,1324.3216071581,-510.1744498826,-3587.5956640993,-1.6084217873,-0.3677131055,474.7006029458,1419.1919139070
146,1858.1899553983,1029.4252345300,897.2590919437,0.3913849625,0.5059040986,694.7977389817,2124.2848735116
147,884.5207870113,-2008.1825604719,669.0945414463,0.2455500733,-1.1559055066,1569.1880944515,2194.3505232388
