event_id,px,py,pz,eta,phi,mass,p_T
0,1512.5465854400,-927.9298793273,4000.9293804768,1.5367478268,-0.5502784973,327.7301608993,1774.5002209283
1,2545.9610101603,-1399.8482868265,1126.7031600399,0.3576888390,-0.5027134508,1033.5242124734,2905.4247006914
2,2057.2363141173,-1969.8740605389,-653.2869177287,-0.2140269335,-0.7637080321,1031.1644566303,2848.2670286522
3,1132.7822575696,2400.5063329085,427.1212391045,0.1474495073,1.1298860325,1133.5184822965,2654.3598658430
4,2601.1967818575,-356.7994729786,-1461.9225425940,-0.5139524283,-0.1363167471,721.9355356206,2625.5533820252
5,272.9501851192,-362.9316732236,3163.1254910612,1.7499285652,-0.9259714493,1038.7256253764,454.1158475384
6,1787.1401107116,994.7122920474,-2963.1052597212,-1.1289100108,0.5078920371,630.4473812684,2045.3171683786
7,2261.3066160267,212.7666559709,2249.1259137083,0.8109823146,0.0938139470,1023.2450159696,2271.2941820863
8,974.3616935572,-540.3489926623,-2376.1634891554,-1.3937921155,-0.5063429005,581.0514857239,1114.1623507114
9,3267.5751152184,282.0856014719,-592.2907239051,-0.1712556886,0.0861152221,1043.2963520608,3279.7285589135
10,1376.4223396069,-599.0458828722,50.2388967418,0.0288249582,-0.4104947398,885.1270397514,1501.1310491609
11,1086.9650916648,-1736.1808690899,4514.5792612225,1.5139525230,-1.0114302874,404.1051514747,2048.3693809203
12,3605.7898848557,-1675.4440100430,332.9770688674,0.0825605126,-0.4349729926,648.3640544415,3976.0323595912
13,718.4342591604,877.6068938965,2951.4489428583,1.6046075643,0.8847991411,491.8439719571,1134.1700247097
14,1814.8871568770,1595.5433898902,-826.5656712917,-0.3174955541,0.7211710594,845.4954700190,2416.5210740276
15,1437.6764414446,1055.6330237163,243.1217931892,0.1214276316,0.6333533029,898.8133358108,1783.6128030055
16,970.5275041645,581.6695632303,759.9185236276,0.5759274825,0.5399292200,529.5004441163,1131.4871263644
17,302.6326133960,-1019.9040917240,-2982.7340306675,-1.6222817308,-1.2823454047,608.6278397277,1063.8565951322
18,2547.4535395155,-1206.1559841335,-3564.5271956443,-1.0266242360,-0.4422034726,799.0870274639,2818.5691040049
19,1069.0647455930,-1045.5533094190,977.7260733258,0.5475450971,-0.7742800954,807.5045340009,1495.3531867445
20,752.9603225915,-878.1307962948,2618.6995687804,1.4673008529,-0.8619883820,536.8376157377,1156.7467064135
21,1805.4396118020,1478.4927149030,1306.6225309326,0.4861526509,0.6861655972,1111.2624180519,2333.5708474106
22,1407.4358293338,-2195.3538845623,1859.8038507520,0.6248368842,-1.0007049526,995.3187150722,2607.7680671707
23,574.9214989166,1303.8908776547,1117.7499978548,0.6137838832,1.1555125581,948.0559274367,1425.0144387857
24,1917.9415913632,554.4421625879,-27.2734820211,-0.0123311002,0.2814103189,951.7066762624,1996.4734056671
25,1042.7653381779,-806.8288616616,-3462.1388005352,-1.6523438520,-0.6585221608,398.1137567493,1318.4583279404
26,2445.3142008282,-974.5033484429,-2561.6666514707,-0.8157644480,-0.3792287114,1003.6411957689,2632.3408436026
27,3164.5404700806,1397.4887999093,-514.2546506087,-0.1426416291,0.4158538985,970.8423258580,3459.3773041763
28,1703.8774461937,263.9461758786,-2261.5761646846,-1.0505461073,0.1536875626,525.2730869955,1724.2000856654
29,565.0801246323,-3077.6617940833,1867.2358004167,0.5019857005,-1.3892118368,1714.3406311546,3129.1081262901
30,721.0960606827,-1810.0060886318,-714.9806093529,-0.2623495222,-1.1916749627,1860.9320671731,1948.3586860782
31,693.0567322739,-1297.2223411016,2016.1011604267,0.9821533086,-1.0801161911,960.1519017963,1470.7526768302
32,2543.9465729670,217.9450541171,2071.8949202976,0.7300133918,0.0854633409,495.5645533332,2553.2654019362
33,411.3476254944,-1569.4158552974,-2135.4484259559,-0.7320207597,-1.3144600236,2123.1429589700,1622.4281173164
34,1223.9706170258,1962.5074971513,1051.8079789000,0.4049352885,1.0131490108,1019.9702092730,2312.9072068974
35,701.0355709703,-198.2176941183,-1004.9595282334,-1.0346902492,-0.2755568022,370.6915437202,728.5198185549
36,951.9357635692,925.6744998738,3189.1454666229,1.5668597815,0.7714125392,417.0793869761,1327.8008049698
37,1312.7278224795,829.0390657231,-3917.1763652248,-1.6454238508,0.5632878404,232.5966795066,1552.5978579165
38,1454.9155789415,306.6914099221,3731.8344643857,1.6085590371,0.2077551260,459.9788774026,1486.8890216713
39,300.3483374861,490.1139430252,-3120.8329070492,-2.1949688802,1.0210085243,406.1184129049,574.8224082083
40,521.9552687562,1207.2101700347,-2433.2501920104,-1.2781874481,1.1627041428,655.5522907167,1315.2162169079
41,1282.5516384821,14.1105117839,885.3196610261,0.5644896812,0.0110014615,754.4382253603,1282.6292573912
42,1076.4468421182,1463.2601174476,-2472.6422827946,-0.9988732823,0.9365428580,1067.7725254553,1816.5538734701
43,1117.5617702741,-1068.7492684837,-1483.7603501816,-0.7649784764,-0.7630754505,845.9251822509,1546.3406187715
44,565.0473336623,901.7505026543,2321.1712928399,1.2461739644,1.0110389407,993.0704259918,1064.1580983652
45,808.2845638919,616.0373728350,2390.1160278205,1.4524932193,0.6512344448,606.0993256884,1016.2804637281
46,567.3189030283,417.1102470833,1555.1990467652,1.4140169251,0.6339815247,387.7837399703,704.1531764859
47,2097.6986375371,507.9194229919,2898.4362581898,1.0714436641,0.2375596434,633.6154535944,2158.3145540392
48,1097.8305857512,22.4110964108,-3518.8187056974,-1.8266316561,0.0204111494,382.7880146777,1098.0593118103
49,2637.4581939782,-1209.2197808141,260.2730565826,0.0855279866,-0.4298828347,905.3804353543,2901.4476047819
50,272.0187467102,-1091.8199403013,-2612.2319571077,-1.2689035254,-1.3266248876,1130.2735163065,1125.1955299419
51,836.8030733026,1781.7527501343,-523.5642128842,-0.2335359170,1.1317208211,1029.9753729517,1968.4720587552
52,2513.8164091186,-2634.5684639463,1045.3318790137,0.2790544146,-0.8088482206,643.0368051234,3641.4590386237
53,1904.4122906470,-398.1778419542,-3538.1423364518,-1.3414824789,-0.2061125601,398.1118441047,1945.5929087532
54,3814.4352521256,122.4654257064,-2161.1706324072,-0.5236209089,0.0320947572,997.5336708445,3816.4006698920
55,1049.2636908411,363.0492957901,2355.4392139655,1.4065165622,0.3331103648,524.2466263340,1110.2968450334
56,3345.3811062044,335.5243532028,-103.7793959691,-0.0301530943,0.0999605323,733.4156390686,3362.1646802829
57,2564.5365692341,-1280.1484182034,-1971.9436814237,-0.6153758273,-0.4629861040,921.5635245198,2866.2916438436
58,3164.2596253592,-972.0908167802,2614.7490268771,0.7091589797,-0.2980578780,755.2893443566,3310.2114030295
