event_id,px,py,pz,eta,phi,mass,p_T
0,1324.5651983791,-765.2260998029,3429.0917285640,1.5268739198,-0.5238750633,323.0417442333,1529.7202190520
1,1270.3978814148,-813.0006818058,525.7714401349,0.3166111754,-0.5692830567,626.4640907655,1508.2708263836
2,1363.8054455386,-1442.6086425800,-582.5645269529,-0.2613192850,-0.8134704625,957.6991088067,1985.2166100774
3,796.3975569072,1387.7826465168,233.4908295377,0.1310922640,1.0498167118,770.7673383718,1600.0592934704
4,1891.5942495165,-353.3655175932,-1023.6141472034,-0.4806750427,-0.1846796640,705.8509643099,1924.3170200952
5,225.4724463116,-594.4973446033,2729.7144829714,1.7448307477,-1.2082911272,750.5151062238,635.8183048530
6,1987.7831071575,1078.6569332352,-3191.8997041694,-1.1173260489,0.4971774350,595.9981692973,2261.5884817352
7,1645.9382857737,-179.2664801891,1475.5346365847,0.7522748136,-0.1084868390,674.9312740895,1655.6718610567
8,1037.1394143554,-633.7076170820,-2584.0802871682,-1.4047485466,-0.5484793361,586.9323306068,1215.4190671358
9,3183.4818569649,356.8000778984,-540.3505816315,-0.1637760137,0.1116127750,725.8699743875,3203.4142768636
10,494.9345648205,-298.7822856131,32.8289155647,0.0468546771,-0.5431212678,395.3805883609,578.1272158014
11,585.1916667493,-853.3386562569,2360.3178687132,1.4895131362,-0.9696865774,432.4169394669,1034.7154918600
12,2008.4443984638,-992.6785992220,220.9556798719,0.0945827092,-0.4590390201,649.5451365829,2240.3704388056
13,620.7889445713,642.2044593059,2159.4398265299,1.5129446205,0.8023526959,449.1766404681,893.1995752654
14,799.1739707670,524.0581839966,-315.5124450066,-0.2777080401,0.5804066564,587.1953518894,955.6756854527
15,931.2025851671,690.5431571853,123.4266847098,0.0944824247,0.6380779836,597.8973548564,1159.3050101493
16,978.5817684519,505.5968018769,847.5672802744,0.6040149892,0.4768888200,729.9558560582,1101.4764653022
17,226.9188043622,-838.9184084046,-2440.7271000767,-1.6145802827,-1.3066281046,517.2006218268,869.0663034161
18,1755.2845969556,-845.3470880439,-2337.1584555346,-0.9878806326,-0.4488204904,536.4248671987,1948.2391320302
19,816.0777504163,-795.9940355838,687.8934755411,0.5146702528,-0.7729404825,580.6189946070,1139.9953506087
20,607.1781329507,-612.7824579789,1744.6693242348,1.3382731918,-0.7899919885,471.0242277567,862.6515089769
21,1653.4293269618,1159.1673732015,1184.6206840071,0.4944657314,0.6114427815,1102.9067488552,2019.2814410954
22,638.6824822219,-894.4810558623,711.2513509915,0.5408606330,-0.9507190187,601.7542840056,1099.0958431337
23,507.5578820933,1007.0744396978,948.4744822568,0.6032323085,1.1039598866,959.7573785807,1127.7472814277
24,635.3119701134,160.6032805014,-19.1308263439,-0.0247229905,0.2476069114,411.3888651947,655.2974233714
25,756.7435070831,-580.7511822736,-2520.2708477003,-1.6568376292,-0.6545662243,292.4904836182,953.9039108970
26,1534.0749909790,-557.6596510361,-1481.2526941214,-0.7558200485,-0.3486640288,722.2230208303,1632.2899143047
27,1993.3848920540,835.2629505825,-309.9427897063,-0.1340388679,0.3967924367,802.3337476538,2161.3069019658
28,1656.5130752067,307.4657334954,-2304.1243889670,-1.0746784818,0.1835217148,576.9887820080,1684.8058480444
29,423.1784583956,-1809.0323184746,1115.9258632384,0.4969327506,-1.3410030496,1093.5229905311,1857.8691926332
30,388.3174668346,-939.5912496107,-397.3390526146,-0.2448960650,-1.1788914488,1243.7119867050,1016.6721061354
31,364.6281065004,-978.2216689627,1188.0261046900,0.8416578686,-1.2140033257,701.3700413455,1043.9690080065
32,2068.0610314878,176.2205349873,1693.7756606676,0.7251113975,0.0850051707,533.7376737877,2075.5553731254
33,409.9246986160,-1132.2774072265,-1525.1777854412,-0.7193955197,-1.2234398875,1530.8108430977,1204.1969878101
34,729.6531580262,966.2201294706,587.5496919079,0.4062069904,0.9239994303,717.5035121358,1210.7745742341
35,490.7106783917,-121.2184111545,-722.4527480975,-1.0159923446,-0.2421778727,327.0289034259,505.4610500231
36,1093.7884941903,1068.9753002005,3453.7767597055,1.5206599530,0.7739257569,418.0438154745,1529.4055912222
37,965.3641541008,601.8034108475,-2923.7681284207,-1.6560444162,0.5574444925,218.9694862324,1137.5830938135
38,919.1621662421,144.2220412410,2304.3989105612,1.5858954025,0.1556370251,323.4208960070,930.4080207256
39,269.2391655039,699.0140929459,-3687.4110199261,-2.2176200798,1.2031395539,314.7451981351,749.0730474247
40,407.6569426739,841.1117436823,-1794.5693947901,-1.2620870103,1.1194922700,588.3396459632,934.6941469115
41,455.0668385007,-42.8375495699,334.5041324822,0.5467822248,-0.0938580488,360.7918058884,457.0786400130
42,894.2765479977,1027.4387418576,-1917.7625963559,-1.0070407222,0.8545809799,871.1553888082,1362.1163359158
43,736.3872215912,-727.4229004490,-1071.3935791627,-0.7617318682,-0.7792742755,751.5926970829,1035.0894725677
44,513.8172393757,716.1561662668,1987.2792003452,1.2595149011,0.9484445665,853.2394563743,881.4123949444
45,607.9934755548,351.6037192423,1544.7959020008,1.4204612410,0.5243121271,367.6049230620,702.3398334867
46,438.2013666897,304.2668012958,1056.8674786124,1.2989491416,0.6069265347,321.8354137007,533.4779509404
47,1515.6988317560,382.6616841519,2082.5993049391,1.0619040220,0.2472977971,482.1734355630,1563.2571487457
48,1302.6378936782,44.2701481234,-4161.0846666388,-1.8475184114,0.0339719245,332.8949819418,1303.3899370723
49,1221.6576039826,-584.3544395811,158.2001490773,0.1074564293,-0.4461611148,570.2708132153,1354.2220690960
50,367.4356734767,-443.3053020116,-2964.6300148197,-1.3476336352,-0.8787070198,1548.7479815307,575.7851725556
51,377.2955417385,326.5951078397,-179.6875046900,-0.2246112263,0.7134934929,616.6995705996,499.0153206872
52,1530.3687618983,-1498.7554222447,637.8017083895,0.2830212794,-0.7749620802,597.2646964902,2142.0308968598
53,1766.7585322962,-329.7106281205,-3254.2606235507,-1.3400868418,-0.1844966900,341.9122464469,1797.2603622561
54,1967.5150953241,54.9852610961,-1044.7560586966,-0.4765669360,0.0279392790,764.1676835294,1968.2832695692
55,891.7180618692,240.6262059324,1718.6091698842,1.3137664645,0.2635679308,372.5099976442,923.6135949872
56,1429.9833618279,157.5502897450,-30.2656408856,-0.0194385728,0.1097337253,595.1760093269,1438.6363365714
57,1975.8538513553,-972.2875887197,-1535.8516308984,-0.6206651625,-0.4572953988,738.0505882205,2202.1220668015
58,2328.2359077076,-680.8800923760,2084.5992585836,0.7514488789,-0.2845109317,716.1527693027,2425.7535204824
59,611.3584697396,834.1648076153,-2688.4749562361,-1.6368193481,0.9383300577,336.3395678553,1034.2098939704
60,373.0545657828,576.0404889251,-1726.9757471664,-1.5741207564,0.9960969855,296.8061905799,686.2888269034
61,1782.8219134445,-1097.2994365087,1660.7312927571,0.7124909312,-0.5517275020,466.3277225699,2093.4469251501
62,861.4990376588,1995.9262854354,222.8691723610,0.0949370599,1.1633245477,876.6672705378,2173.9140573581
63,1093.1624868187,-1275.9859580084,995.4984494975,0.5114366986,-0.8624139621,807.3837064407,1680.2215293294
64,716.3237069853,226.7126490900,-2928.4128338441,-2.0462561407,0.3065200081,166.8951650900,751.3443141774
65,1100.9526037841,87.1408987464,-3831.3160119712,-1.9371459684,0.0789857857,228.1675796414,1104.3958402735
66,475.7505205508,-576.4432010702,-667.7063938132,-0.4327021090,-0.8808054754,1295.8982791086,747.4124175209
67,1649.3956285515,-632.4524450532,-2066.9980401517,-0.9438579222,-0.3661538397,687.8056173589,1766.4942781505
68,502.1052689078,651.5991060014,-1512.2766111492,-1.0281440101,0.9142574181,928.5001913648,822.6123607185
69,1337.2488121061,924.4431709767,3608.2343054200,1.5104095909,0.6048646943,404.4040496156,1625.6781852029
70,1515.9797794499,-880.4072007302,1904.3946808639,0.8891390243,-0.5261457789,689.0800887405,1753.0862873226
71,420.5769272816,-867.3171131934,-2271.0977651484,-1.2739547542,-1.1192876553,985.3395427659,963.9107461792
72,2424.7962261389,224.2612586029,622.8286331460,0.2386792299,0.0922242830,866.9545220632,2435.1447288421
73,794.3470427113,1303.1414503056,-1421.0095186798,-0.7659333188,1.0233747357,715.4970887801,1526.1601697622
74,290.4229308726,-1223.4379240687,-281.9841801755,-0.1641608787,-1.3377276176,1158.9176369805,1257.4362142177
75,1350.8515548617,745.9419264970,-3320.0582913233,-1.4846321267,0.5045316644,366.2071288724,1543.1232228757
76,683.4937948036,-1815.6960211598,-2613.2558941219,-1.0022050416,-1.2107670766,1073.4271391420,1940.0813923108
77,1246.5689497427,760.1841653058,4155.7339610055,1.7470622503,0.5476096878,316.3180894302,1460.0733240644
78,1208.2942902409,1329.3396090696,2326.0791761200,1.0471192345,0.8330621071,489.7946287483,1796.4183499592
79,1104.9486190060,-145.5755588450,-674.2053622424,-0.5192365218,-0.1309942692,547.9029891753,1114.4970587563
80,301.2259469727,1287.5511073113,1654.9348268930,0.8700786500,1.3409771691,1039.0179467500,1322.3180120788
81,1094.7646779213,209.5976624654,-1803.6728641180,-1.1645513414,0.1891654271,559.4598458418,1114.6483212812
82,1825.6147514777,-252.5320959324,-745.1234463887,-0.3622991100,-0.1374548791,808.0023943980,1842.9980141847
83,592.8202857918,-645.2019060648,-98.6098148884,-0.0740132708,-0.8276836703,1002.0647876119,876.1971187101
84,330.6349243386,-721.0492501612,-467.9891303145,-0.4207779984,-1.1408575410,732.9844470090,793.2411199316
85,943.1302864158,67.3577486354,-1029.6785349027,-0.8604291025,0.0712982866,481.0569730340,945.5325501832
86,1613.4676064504,297.7794535293,-899.4135819384,-0.4718275748,0.1825050180,826.8750743708,1640.7164045041
87,1220.9753375079,-286.6683369758,-2818.7290574187,-1.4986866788,-0.2306094775,429.6126053047,1254.1768257415
