event_id,px,py,pz,eta,phi,mass,p_T
0,208.6482114374,-126.4719351586,546.9212239572,1.5092764069,-0.5449286677,71.4786560193,243.9861195207
1,246.4032980524,-158.9145182654,120.8073992175,0.3725725782,-0.5728075104,120.1593619434,293.2036995105
2,213.8613105986,-225.9158765349,-66.1715993780,-0.1941759676,-0.8128019229,133.8239435575,311.0862315203
3,163.3618681494,217.0678732415,45.6270245158,0.1378569608,0.9256433322,187.2076360956,271.6717901417
4,284.6716633058,-49.6263677976,-150.4892112370,-0.4670982011,-0.1725939904,114.3148723098,288.9649325957
5,28.5876062753,16.0510053710,350.5766667656,1.7157547607,0.5116046103,126.1085433806,32.7854541828
6,322.0538879333,175.3660033619,-508.5727099100,-1.1021852799,0.4986291065,98.6093016235,366.7041612364
7,241.6742477985,-15.7377859326,229.8294692846,0.7890463913,-0.0650280146,102.8252375069,242.1861266774
8,148.5123116656,-87.7573697274,-324.7997160511,-1.3152779935,-0.5337086640,74.4608155031,172.5029352148
9,547.6190258477,53.2973662222,-100.8236017464,-0.1759526154,0.0970200654,149.1715274919,550.2065127901
10,263.1504623599,-154.2149486024,13.3287987226,0.0402891237,-0.5300866059,127.8984779501,305.0088789079
11,84.2355652028,-139.0406527915,376.8540032266,1.4806238766,-1.0260981049,79.1789021984,162.5667049974
12,298.6540085396,-167.8114406253,40.6359900597,0.1110695547,-0.5119278394,126.2937716807,342.5710093127
13,81.3561652927,83.9924556017,359.7569390758,1.7290879127,0.8013406426,60.8644420634,116.9339909057
14,228.9989212579,180.1022900666,-92.2383979776,-0.2842145314,0.6664403912,132.8788613796,291.3371600474
15,259.6312023839,165.2197042359,41.8962650736,0.1253383798,0.5667288013,128.2344731977,307.7432564965
16,201.0972111527,150.0244664568,204.5071943097,0.6887133911,0.6409551886,111.8686611905,250.8932619044
17,26.9853590540,-51.0552521818,-313.4669406176,-1.6754161915,-1.0845688276,107.0641046813,57.7481461055
18,225.7997614467,-117.4519363800,-300.3756346146,-0.9541621013,-0.4796449929,94.9839841822,254.5201163538
19,174.0718381922,-174.9737413715,185.3312294225,0.6394537172,-0.7879820700,111.8604253282,246.8133201858
20,103.9034722595,-116.0354113511,339.4511930439,1.4413398279,-0.8405028214,68.5195359448,155.7566956346
21,228.4701972660,171.9022308352,161.6883372359,0.4995338477,0.6450388460,121.3367866086,285.9178343596
22,142.4988180629,-210.3872769215,166.2510238356,0.5510983175,-0.9754568131,133.2591265968,254.1037572327
23,92.9211139081,175.1090354690,214.1155762533,0.7444539241,1.0829326372,172.3319057238,198.2359899534
24,291.9809250594,85.6164122524,-20.1003276491,-0.0606624909,0.2852306304,130.6642916804,304.2745974372
25,122.0278690233,-97.6341845278,-407.4255692716,-1.6305057483,-0.6748003486,55.7819309628,156.2793486254
26,239.1182830464,-103.2983297132,-211.1028313995,-0.6902343388,-0.4077820300,110.2347826415,260.4766749799
27,305.6962229376,110.3442236674,-32.2247901892,-0.0919192674,0.3464055117,130.1257628975,325.0015821732
28,207.3639791184,38.2724444286,-273.4688226652,-1.0166248636,0.1825125820,85.9158840334,210.8663079735
29,69.8971711623,-153.3342389841,173.6420634747,0.4842696555,-1.1430895058,300.9578341079,168.5141043988
30,68.1108550262,-96.4170203014,-65.1306218390,-0.2035031508,-0.9557750111,295.1144505275,118.0480003058
31,82.8950360442,-165.2456520533,250.7962160660,0.9446759891,-1.1058317422,136.4150325613,184.8721518328
32,302.8794481102,6.9996301840,249.2500977956,0.7100011808,0.0231061714,112.5992455065,302.9603190358
33,58.0023853901,63.6951446805,-204.5182824321,-0.6802779254,0.8321420248,264.9934590876,86.1472470066
34,187.4368350312,192.7431546625,126.5012876661,0.4024303007,0.7993546452,146.1625400386,268.8540325079
35,207.2101679079,-31.1017695358,-241.0882827831,-0.9182696584,-0.1489854960,92.3538739144,209.5313192644
36,164.1973567296,154.5082895727,524.8138067000,1.5365260703,0.7550062205,72.2634748225,225.4630424342
37,128.2283891422,70.2613692997,-374.0210201496,-1.6101337773,0.5012596961,53.5815949126,146.2162090805
38,124.6060271044,16.1167248501,326.0550588095,1.6036246666,0.1286273491,53.8940685663,125.6439843790
39,98.4719445845,272.5659166550,-1417.9862538427,-2.2466169049,1.2241102379,89.5032464275,289.8083897892
