event_id,px,py,pz,eta,phi,mass,p_T
0,477.0203702486,-241.7224155786,1249.4013592521,1.4712640903,-0.4690202441,284.5372711503,534.7692584894
1,501.6842501529,-207.2202281694,223.5237125983,0.3486353193,-0.3917047421,316.5040917465,542.7958270050
2,328.4488203471,-303.9074362875,-85.9906558075,-0.1663461005,-0.7466082032,254.0384438340,447.4800078419
3,381.2617723530,515.6060894917,96.2049541547,0.1070635319,0.9340854303,627.0203271963,641.2567181548
4,513.7390408057,-73.7728012137,-288.8014902190,-0.4694657626,-0.1426247403,287.1347175116,519.0088903351
5,148.6479083826,-112.1268329546,1286.3931802372,1.6029696196,-0.6462547897,506.6370332934,186.1951324148
6,579.7180530213,295.9205817059,-921.8483945784,-1.0380741599,0.4719774089,365.6339026093,650.8778776975
7,531.4172835300,77.4441588205,532.1155627480,0.7796257104,0.1447126385,305.7981988363,537.0306573835
8,545.9968007621,-326.1128952086,-1187.0207712048,-1.2360597977,-0.5384170002,403.7419495972,635.9733696184
9,922.9823697916,56.5601365631,-156.0262480356,-0.1512937639,0.0612032246,447.6219732428,924.7137416488
10,437.5239561612,-172.1604754980,19.7590124085,0.0351286595,-0.3748801062,308.5161298701,470.1770321258
11,286.1009670262,-337.0553604659,1017.4086251045,1.4180933766,-0.8669848913,280.3136372190,442.1086736902
12,537.9368372184,-284.6926690088,36.7510430187,0.0529543477,-0.4867577661,332.8349316300,608.6262865042
13,402.4011806101,440.3854230492,1894.2991317860,1.5681570634,0.8304375062,570.6231403685,596.5450787582
14,356.0088388876,297.1971476023,-146.2534230594,-0.2615151044,0.6956048297,301.1034366864,463.7547173981
15,498.6524595942,392.6286128509,38.7568830062,0.0514058539,0.6669978630,406.3400219411,634.6743283674
16,409.7304128051,376.5235321061,448.6777152967,0.6213637699,0.7431889536,386.6974933835,556.4611229970
17,135.9138312139,-296.9446431674,-1283.2204374441,-1.6151279023,-1.1415512442,419.1989304670,326.5711111245
18,480.8961195688,-262.8357216847,-638.9911941041,-0.9035001128,-0.5001937187,288.7557305883,548.0362163305
19,475.9157165384,-373.6493629241,434.5936138334,0.5810634519,-0.6655996268,366.5558793055,605.0699262580
