event_id,px,py,pz,eta,phi,mass,p_T
0,483.6731326234,-241.2537193921,1247.5182762059,1.4641833506,-0.4626831100,281.9553939721,540.5025960551
1,503.1786891991,-204.4672418876,227.7378669695,0.3557711277,-0.3859694924,312.8973556598,543.1350166112
2,326.2452837469,-303.4515494956,-89.1049082854,-0.1724885606,-0.7492160113,256.3391669470,445.5545174929
3,386.1399593142,485.5340421143,96.6983305568,0.1076168408,0.8989344576,647.6279766475,620.3606807584
4,514.1295585895,-82.6245902881,-284.7114314783,-0.4618217415,-0.1593452427,288.1080523864,520.7264405959
5,143.9184623356,-124.2203561256,1287.5668293883,1.6086197362,-0.7120675446,502.1801859711,190.1137046007
6,592.9783943937,286.8534882291,-917.1566320208,-1.0281647397,0.4505635625,363.3868976908,658.7171623139
7,529.4637339836,70.9470206839,533.3713948796,0.7823121173,0.1332044194,308.5628052382,534.1959615607
8,552.1755529655,-332.0041108236,-1183.6635596838,-1.2278002960,-0.5413494967,400.3798278886,644.3016148487
9,921.4064682261,53.0799185145,-181.9666312910,-0.1769368735,0.0575438957,441.4588459394,922.9341024355
10,437.5569003698,-175.3597165967,20.4790872391,0.0364099600,-0.3811700680,306.6147390778,471.3884505014
11,287.5155224166,-344.6631426083,1015.2976008150,1.4093475231,-0.8755510209,277.2526812786,448.8405702509
12,534.9043605576,-291.4743054152,43.0194283055,0.0620079007,-0.4989263247,331.0967692797,609.1633160826
13,405.0114494321,446.9628267618,1898.3422884904,1.5805559301,0.8345986178,549.8486273975,603.1666790183
14,354.9430393975,300.7915176527,-147.5099869602,-0.2638672313,0.7030036588,298.1652003311,465.2527252027
15,498.6320153088,396.8739613737,41.4323536282,0.0549614337,0.6722515793,401.9530845329,637.2933609472
16,407.0572691903,369.3960274639,450.8596676581,0.6252338741,0.7369319532,393.7920003917,549.6808578682
17,132.2212717614,-299.1974139892,-1282.7743682329,-1.6129377503,-1.1546821504,420.1425210102,327.1109249842
18,479.4195730276,-268.6352815121,-638.5455234960,-0.9024671424,-0.5107428575,286.8535304788,549.5525829937
19,475.3264251044,-371.0673138300,438.9937820133,0.5883913138,-0.6628351838,364.6954003797,603.0142301766
20,484.7564577245,-357.0881549115,1289.1312065897,1.3503161667,-0.6348919347,388.0270074529,602.0803714486
21,392.5439786209,403.9558214050,279.2376245288,0.4080154822,0.7997246730,354.9037538531,563.2682139074
22,385.6004963392,-392.8370128986,392.8045437747,0.5505175014,-0.7946941031,397.0417061341,550.4622252981
23,202.7630322211,225.2614553889,458.0414615144,0.7273907132,0.8379132361,491.4881219463,303.0768392989
24,426.1833127769,163.2786158263,-32.2086236413,-0.0569680036,0.3658689973,333.1935167249,456.3903181221
25,373.7099844517,-300.6226961708,-1309.6188991390,-1.6312875151,-0.6774349876,232.3422714148,479.6177206191
26,724.3665256290,-280.6893309284,-681.1785462582,-0.7223330614,-0.3696810507,382.1394368143,776.8483532510
27,518.1681637348,192.6598758776,-65.2648420930,-0.1023982286,0.3559706407,314.9581646110,552.8255363869
28,580.8327665667,93.6567995445,-795.8047090817,-0.9983032440,0.1598696544,338.3229835306,588.3351925717
29,169.6354023291,-363.1228457959,259.0619315480,0.4380307079,-1.1337665445,409.4021339226,400.7921791431
30,225.6693661531,-47.4879384367,-149.8134757194,-0.2161680801,-0.2074054126,647.8525819012,230.6117237195
31,246.0983847325,-331.4743755390,586.0468480791,0.9179031964,-0.9321540226,373.7605052030,412.8434044610
32,526.7306085257,63.7237006706,415.4995772050,0.6551636902,0.1203945871,260.3264318264,530.5712430814
33,154.4698994926,-79.5606340800,-414.8525300368,-0.6695748363,-0.4756196586,548.7400650377,173.7551275344
34,320.5494849797,332.5242637266,255.9525745206,0.3851495409,0.8037321372,455.0857227585,461.8704994775
35,578.8874529681,-137.1582448398,-751.4779741144,-0.9133433703,-0.2326441583,403.0937075787,594.9143361287
36,400.7058622779,414.1302396816,1485.6923301787,1.5432423427,0.8018716149,332.5522614050,576.2543218776
37,416.3267707819,208.5283948921,-1162.2270878285,-1.5326718989,0.4643487534,245.8317509431,465.6308318249
38,547.4382560264,149.7527918737,1477.8476250773,1.5545849170,0.2670194546,324.2550758558,567.5513570023
39,140.7255379830,325.1550655107,-2113.6293439457,-2.1808124260,1.1623416810,329.2051074084,354.3014164068
40,243.5647596332,402.4730811901,-790.0303477237,-1.0276183915,1.0265837976,446.3445154336,470.4342389940
41,459.2277238079,3.3672446814,360.0325033538,0.6151849255,0.0073322758,302.4627036979,459.2400686466
42,321.5614853014,356.2259858139,-600.2053098985,-0.8489048023,0.8364972552,406.2357310371,479.8945111150
43,387.6030366299,-440.7150507680,-532.6538764384,-0.6824728917,-0.8494308164,422.2587807696,586.9121484329
44,237.0996178539,277.9331926060,908.5558439339,1.1162446538,0.8645161090,557.6010582082,365.3260028230
45,400.4306313030,436.4517131838,1437.0846536674,1.3817078236,0.8284136033,492.6925103620,592.3130831130
46,333.1729514423,310.0404840286,976.5129108085,1.2725828501,0.7494497508,381.1442872652,455.1146199689
47,546.8451165831,191.0269278801,798.0714165958,1.0232307742,0.3360737763,313.8636571932,579.2502643125
48,590.5605355985,13.0824382408,-1785.9093066475,-1.7541667321,0.0221489552,238.9101338019,590.7054226911
49,575.2679401653,-218.4663198063,63.7466026570,0.0908991459,-0.3629411760,334.3556449022,615.3541548342
50,164.2490272141,-124.0024599956,-1039.0124880131,-1.1363815795,-0.6466718924,714.5673143429,205.8017323196
51,215.8549222169,266.5090143154,-136.6805664424,-0.2551533839,0.8900268755,403.9625469649,342.9583096480
52,374.6947706264,-312.0933649504,167.1607118262,0.2927891458,-0.6944983836,281.0702436063,487.6458136608
53,628.4409499962,-162.9846451085,-1211.4788448190,-1.2660077852,-0.2537568608,359.5952396553,649.2318708853
54,522.3228260792,27.4999317788,-269.4831822321,-0.4423763164,0.0526007349,272.4420164967,523.0462511970
55,476.3425570026,212.6687232356,1256.6005303679,1.4639752002,0.4199076072,324.2183132161,521.6610177638
56,556.1676089315,85.7508423164,-3.6649744347,-0.0055993635,0.1529770556,334.2675975620,562.7393856685
57,659.6663233298,-317.2711523692,-464.6285341769,-0.5422316930,-0.4482975009,361.2588171485,731.9977064589
58,832.8717011037,-204.7755699320,740.1962949494,0.7107689953,-0.2410849046,428.1949210381,857.6761070127
59,339.0800010190,409.7535302873,-1496.9678041720,-1.6206543050,0.8794975932,311.1939758391,531.8582543065
60,293.2409450902,354.1141766897,-1340.3857820396,-1.5478485982,0.8791562179,381.1854578758,459.7685309044
61,528.1867825472,-275.6934224551,445.6771265461,0.6277484192,-0.4810624366,296.2373557320,595.8088119880
62,216.3684635349,367.6290834086,39.7450977370,0.0658008725,1.0388377466,427.0229762268,426.5752629728
63,352.2903320770,-331.5640133216,275.6594049769,0.4615242530,-0.7550993489,313.7116521473,483.7800874414
64,453.0132202773,162.5301747355,-1761.5762995782,-1.9059604881,0.3444714003,235.1540034082,481.2868535973
65,453.1964092396,49.2163135686,-1520.1434901684,-1.8299094033,0.1081742740,206.9384894835,455.8609775676
66,176.4531640225,-119.8226638640,-256.2526364690,-0.4532600282,-0.5965350654,503.1053780608,213.2913262864
67,562.7108785234,-183.3499043523,-677.2870871622,-0.8736757786,-0.3149853444,344.3575268943,591.8282861055
68,248.4140566050,269.5673707398,-768.6559502136,-0.9616594347,0.8262134617,582.4602298139,366.5734726988
69,454.4528354874,390.5867326445,1387.7650810775,1.4721284351,0.7099639238,304.5627264479,599.2373281100
70,652.2709856997,-300.7342366482,767.5538340180,0.8342244646,-0.4320109586,398.5648843115,718.2607603636
71,248.3762234856,-250.5004258728,-1253.3780724435,-1.2250141660,-0.7896561088,724.6048549122,352.7622595395
72,572.7928786308,50.4325458967,162.9585400887,0.2397890660,0.0878202734,349.9401512636,575.0088029724
73,396.0731679197,502.0821348392,-622.7981068250,-0.7136588980,0.9028842712,485.2828748933,639.5001364117
74,156.7524784894,-291.1769734438,-96.3820900536,-0.1749206615,-1.0769484730,437.2334168845,330.6892338381
75,519.3817848642,268.8630231737,-1287.2638353145,-1.4214621098,0.4776753585,305.4978389654,584.8459315742
76,286.6579267737,-488.0464860030,-946.4714949247,-0.9767246551,-1.0397244017,607.7964871673,566.0054235448
77,429.6379941338,270.5046324774,1461.1202356871,1.6825199945,0.5619079302,242.6455123644,507.7022377290
78,339.9905610002,406.2633189133,707.1777031117,0.9588008665,0.8739730498,351.2110019032,529.7579313835
