event_id,px,py,pz,eta,phi,mass,p_T
0,467.6857447000,-251.1831522200,1254.2206820000,1.4898067140,-0.4928672404,270.2796264590,530.8699763170
1,485.8668650000,-237.3850486800,245.2613162100,0.3858295885,-0.4544703005,303.6339333606,540.7571283319
2,341.3308691000,-280.1810300100,-122.1663507300,-0.2385977858,-0.6873249651,249.4703965044,441.5972959360
3,-333.5108200000,-710.3134750000,105.3192644100,0.1172957688,-2.0097691073,432.1495054390,784.7131321850
4,498.6840670000,-40.4460928500,-324.0257468900,-0.5375889974,-0.0809285025,282.6809312937,500.3215816917
5,4.6456011440,-446.0190170000,1299.5698630000,1.6700610533,-1.5603810015,241.4962048535,446.0432099423
6,-541.5908210000,-305.7552581000,-953.7041500000,-1.1097701832,-2.6276470633,332.8303425828,621.9380155990
7,534.3192030000,20.8233806900,541.3391142000,0.7995801442,0.0389520870,293.3985593770,534.7248113543
8,-532.1238170000,277.3255023000,-1217.7094030000,-1.3174841653,2.6611550015,365.5223141610,600.0543232447
9,-915.0698040000,-94.7890879000,-213.6189887300,-0.2085451066,-3.0383740597,433.3986712876,919.9661501259
10,-428.7560330000,194.5698634600,32.1605104700,0.0572155685,2.7155824156,306.4565489949,470.8387915208
11,227.3969503400,-371.5532250000,1038.1496940000,1.5121958320,-1.0215875037,204.0587652162,435.6158537425
12,548.6960880000,-273.0449069000,22.9813821100,0.0330948885,-0.4617458281,326.2003493791,612.8792035716
13,-375.7553596100,-488.7582633000,1928.9416100000,1.6849200593,-2.2262187016,411.0395953818,616.5036335819
14,-326.3130263700,-338.2485241000,-178.6367112200,-0.3231270136,-2.3382364626,272.6141083152,469.9917608156
15,517.9692145000,372.4669165280,83.2986967400,0.1108391122,0.6234240317,394.2884866605,637.9840993925
16,-411.4169936000,-366.1995595800,483.5021743000,0.6852575346,-2.4142778383,351.2195501076,550.7867646008
17,-91.2863222200,417.0522880000,-1296.3636500000,-1.6839891176,1.7862824739,257.3063532855,426.9259930603
18,470.6076740000,-207.0937630000,-679.4850886000,-1.0045502970,-0.4145538482,256.8538063970,514.1589340867
19,448.1658135000,-389.0766766000,463.2758076000,0.6299003879,-0.7149390993,349.9811595165,593.4924234261
20,432.8200595800,-402.4748067100,1304.1834070000,1.3953131025,-0.7490853415,353.1455788397,591.0322952353
21,-415.3987273000,-364.5179604800,334.3119537000,0.5012156237,-2.4213408924,322.5018656060,552.6567163755
22,384.9289874500,-461.1467057300,379.1683847000,0.5275668594,-0.8752394692,332.1911931770,600.6884463554
23,103.5134110600,487.6963160000,452.0297902000,0.7142096804,1.3616504037,300.5403248691,498.5606511842
24,423.1989460000,178.4033269500,-43.0794122000,-0.0762605401,0.3989524880,327.9733973628,459.2658216788
25,361.5910375300,-266.9398883300,-1321.0019140000,-1.6911653767,-0.6359301953,228.1815255461,449.4496439020
26,-734.5124080000,262.5469386000,-685.0436462900,-0.7280338558,2.7983018000,368.5158230466,780.0252383572
27,503.8964300000,219.9794090800,-97.0765886300,-0.1529614988,0.4116184914,312.0062289716,549.8204730509
28,527.4332850000,152.9222104100,-829.8131990000,-1.0805330755,0.2821989341,322.0942744502,549.1548711999
29,83.1537645800,-488.0957300000,299.4502233210,0.5181153066,-1.4020527662,246.0389476715,495.1282563216
30,-133.8151609700,578.0386680000,-151.2651987000,-0.2183296509,1.7982875856,347.0194186349,593.3255421846
31,217.3466086300,-413.6222050000,591.6960930000,0.9327893500,-1.0869799104,291.8224269662,467.2503362781
32,519.3765800000,41.1893957160,432.6272543800,0.6913429428,0.0791398190,251.5962559487,521.0072918606
