event_id,px,py,pz,eta,phi,mass,p_T
0,480.9676852892,-249.9203602327,1144.5668500462,1.3897105258,-0.4792200151,275.6238379094,542.0240776491
1,471.4392137718,-211.3991385849,237.8109710486,0.3885778949,-0.4215328030,298.8446631992,516.6667476007
2,337.6800310652,-306.8954144345,-105.6614690682,-0.1949556057,-0.7376749022,286.0650475385,456.3031873449
3,433.2307032022,531.7978298338,122.9779988154,0.1212776630,0.8871842654,743.4465433334,685.9284029787
4,516.9681071809,-53.4012396292,-279.4607287390,-0.4636106957,-0.1029319035,261.3417013348,519.7188819315
5,140.9806368501,-159.2764673866,1264.4290161848,1.6578520999,-0.8462567970,452.5251153251,212.7076233467
6,553.5118901134,265.2374367996,-849.3836008077,-1.0287548967,0.4468615536,328.5413798929,613.7803437525
7,623.1548068768,95.9535770920,610.8252553583,0.7540575973,0.1527803906,383.7267160702,630.4990105388
8,557.5083468271,-351.2307168985,-1192.1237231369,-1.2149087280,-0.5621873325,409.5087977801,658.9222816652
9,875.1618301204,68.1555732076,-155.0981288421,-0.1610171115,0.0777208098,386.3947584670,877.8117173169
10,491.6756406047,-219.7576694228,39.6927170183,0.0607682897,-0.4203201464,368.8940320492,538.5521041034
11,310.5077184951,-401.3541185106,1215.6013590961,1.4560141554,-0.9123300673,319.1393333223,507.4447474262
12,497.2301467151,-200.6369594003,48.8937011021,0.0815047089,-0.3835279199,267.5385326692,536.1837448858
13,417.5980226928,461.6459272483,1752.4019493120,1.5587981422,0.8354537937,455.7856813740,622.4990527719
14,332.8567101973,286.3467963601,-157.6906647922,-0.2927414869,0.7104264612,298.7092786948,439.0763911998
15,448.1949860356,339.1280342423,81.9511159498,0.1238265921,0.6477453832,346.2505981628,562.0378716034
16,420.3534288761,359.3052627510,447.3488022143,0.6114427329,0.7072564583,409.2460563634,552.9894004485
17,144.3125640407,-300.9421843167,-1351.9314684328,-1.6044009485,-1.1236536607,457.6059879632,333.7548717867
18,500.1369938372,-272.4061588321,-672.7985454975,-0.9168722480,-0.4987365410,292.5289331027,569.5104283279
19,525.1089023999,-374.4631972001,468.7021338347,0.5757645599,-0.6194740588,422.0211953231,644.9511961667
20,545.8954926709,-365.3532580898,1363.2606479930,1.3200264694,-0.5898050005,428.5274361327,656.8750962818
21,425.0729522092,394.7335465224,326.6010140153,0.4405052211,0.7484070366,423.0720271941,580.0875687774
22,403.7903613887,-394.0396369804,389.6104821399,0.5435784105,-0.7731772153,384.2852530930,564.1931331220
23,218.1682309610,265.1832274913,483.8471881175,0.6772503114,0.8823618920,566.6762765525,343.3941192615
24,446.2563167809,162.3013306492,-41.4515786991,-0.0708197227,0.3488230670,341.3658238255,474.8541062235
25,410.3947853993,-365.6729348978,-1388.8982249620,-1.5395255028,-0.7278356029,296.4521807942,549.6731530644
26,726.2695308559,-291.4557941688,-695.1691442967,-0.7317288031,-0.3816311079,380.7303171716,782.5687902058
27,529.7698820251,219.6338962320,-52.9082916846,-0.0793818596,0.3930148733,338.2305133280,573.4938328133
28,544.1148635555,122.8478809803,-752.7041144476,-1.0017132192,0.2220525839,311.8231541922,557.8105293048
29,146.0171294373,-310.8418962846,252.4404135325,0.4601577338,-1.1316424699,403.2881969394,343.4293036054
30,206.7922263579,-246.2748525964,-131.0475650823,-0.1993260618,-0.8723237723,568.4638469442,321.5809818746
31,286.3972690916,-380.0448495533,675.3348100138,0.8875474147,-0.9250027980,470.8944663813,475.8754915050
32,611.4056010615,123.6601177496,482.6921401972,0.6446204643,0.1995633225,316.1991683427,623.7857274186
33,165.6618641181,-121.8602725726,-406.0364508855,-0.6548928611,-0.6342189015,539.9700767614,205.6545143063
34,327.1118153145,311.6448150933,229.8230890560,0.3550362910,0.7611886638,444.6696439425,451.8015388341
35,526.1159934967,-84.2673828685,-675.1281459058,-0.9179075176,-0.1588198732,357.3264700204,532.8217623451
36,368.4738702032,393.8291889596,1373.7005579980,1.5445261556,0.8186473735,294.1124000392,539.3277510931
37,400.7390856110,226.7549345165,-1197.5664682751,-1.5708069114,0.5149244301,242.4601802342,460.4450185027
38,487.4526479524,152.2770854842,1281.8969518314,1.5355081228,0.3027879278,272.7392254995,510.6842417378
39,155.4123103220,326.6446052083,-2273.1805908815,-2.1371050136,1.1267084276,406.3438407656,361.7315085962
40,240.7011929008,424.3529319489,-776.4402890994,-1.0360919527,1.0548290735,399.2318434766,487.8652222874
41,501.8371054014,11.2068317082,369.0442795460,0.5767562558,0.0223279012,339.0089361651,501.9622231150
42,356.3624246132,371.1225225080,-663.6291969351,-0.8849760693,0.8056845942,413.7857200126,514.5154073387
43,406.1787432866,-410.4008578094,-589.9188107847,-0.7073064139,-0.7905686047,506.9021218083,577.4166914704
44,246.6836163912,262.7939475464,877.9139987467,1.0817302293,0.8170089073,567.7909345364,360.4351057581
45,356.5749604544,362.2829421001,1310.2220541455,1.4034816683,0.7933383442,459.6602400372,508.3253215803
46,389.0689923823,315.7367977845,1064.8990045029,1.2780059059,0.6817252360,403.4035868708,501.0632757532
47,542.2506931624,187.0714367697,775.4603149092,1.0065703134,0.3322052244,314.5472155508,573.6127061792
48,620.8080608321,11.2451371655,-1954.9101887567,-1.7906429621,0.0181117293,254.5084524949,620.9098980560
49,608.6210081806,-264.6517416005,66.9358902577,0.0885826280,-0.4101742005,359.2059098407,663.6716627451
50,196.6108323421,109.6953684987,-1212.7330532370,-1.1615827641,0.5089122217,810.9187063585,225.1419402607
51,232.3871655494,304.9833320309,-145.3920431480,-0.2466782712,0.9196803709,439.7860573739,383.4300816691
52,376.9616089246,-344.7163412734,145.9314670051,0.2436733332,-0.7407468958,301.1885873399,510.8125003795
53,605.6042408088,-154.8465089587,-1185.7675409556,-1.3068186435,-0.2503260651,298.4428772709,625.0871441826
54,516.6508667957,13.4011857873,-248.2625757874,-0.4117073316,0.0259327573,276.8458772895,516.8246413836
55,509.1963220452,235.7472126635,1326.2226498997,1.4403123053,0.4335947043,357.9662557140,561.1217716886
56,502.9999408235,75.8030149173,4.1234562697,0.0070610309,0.1495762697,286.8180338985,508.6797003410
57,649.5799637391,-341.0696996613,-483.6702823263,-0.5643774376,-0.4834955373,350.5865815689,733.6774968051
58,707.3818405702,-206.4647384696,645.6807686305,0.7412830164,-0.2839830551,301.2425740509,736.8967068727
59,305.9851850373,407.3712895019,-1416.1794604477,-1.5788933700,0.9265780781,335.4015277743,509.4882736362
60,280.7287128935,355.7451192005,-1274.8834824570,-1.5371690178,0.9027194170,353.4942094017,453.1701668004
61,487.7279770055,-227.1065930829,422.6892017695,0.6565123732,-0.4357853428,265.1824457461,538.0111375944
62,242.4978326366,406.8937435496,47.0779475595,0.0721462170,1.0333428495,447.9916078793,473.6746957283
63,359.6873678930,-310.5271279897,308.9645331325,0.5199743774,-0.7121792770,311.5953484519,475.1863843160
64,450.5599248194,163.3658111563,-1753.9176357761,-1.9170955339,0.3478412128,219.5701318609,479.2625941048
65,460.2794144251,42.5009832169,-1556.0709691688,-1.8407024504,0.0920762598,207.5052191924,462.2374637758
66,198.9859481605,-69.6191107168,-271.9287049255,-0.4423176409,-0.3365585408,556.5976902532,210.8132541903
67,637.4125535600,-272.3645224320,-795.3554505657,-0.8722060833,-0.4038146843,410.8351381515,693.1646243971
68,251.0580434674,287.8661717611,-799.7656194281,-0.9978707588,0.8535915250,565.5344860809,381.9647549631
69,503.7053775422,411.2052733178,1509.1783009107,1.4674006687,0.6846376675,342.3481004633,650.2375597959
70,642.6290231021,-274.5283605327,760.8437041928,0.8514530232,-0.4037289609,377.1582568633,698.8117644044
71,220.2621057417,-233.5043123590,-1136.0929245546,-1.2397622730,-0.8145727537,642.0631453844,320.9979113889
72,550.2834678728,51.9944715902,140.3216354553,0.2183424101,0.0942070173,317.8133096381,552.7344028465
73,461.8298664491,539.9723036639,-678.8678286120,-0.7191896437,0.8632424076,497.2022294874,710.5328382759
74,170.6759303162,-321.0129611114,-116.7623196877,-0.1913036431,-1.0821276663,485.6305476495,363.5651171260
75,564.5228152852,286.2589211981,-1326.5688554176,-1.3789835714,0.4692965289,329.0936688743,632.9535361644
76,295.4855266867,-563.4910709696,-875.0459820171,-0.9228901551,-1.0878325919,526.4655931892,636.2655762681
77,475.8089834711,329.3683559065,1560.3372885410,1.6087234716,0.6054908676,297.4219954276,578.6861866542
